date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:08:37	166/166	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226090dd5f-a6%22	https://votesaveamerica.com/wp-content/themes/vsa/images/icon-cta-arrow.svg	/home/josephpeha/websites/vote-save-america/votesaveamerica.com/wp-content/themes/vsa/images/icon-cta-arrow.svg	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/main.css?ver=1620104803)
22:08:49	8441/8441	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22606f1b51-20f9%22	https://votesaveamerica.com/wp-content/themes/vsa/images/swirl.svg	/home/josephpeha/websites/vote-save-america/votesaveamerica.com/wp-content/themes/vsa/images/swirl.svg	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/main.css?ver=1620104803)
22:08:49	146/146	---M--	403	error ('Forbidden')	text/html	date:Wed,%2005%20May%202021%2005:08:42%20GMT	https://votesaveamerica.com/xmlrpc.php?rsd	/home/josephpeha/websites/vote-save-america/votesaveamerica.com/xmlrpc0db0.html	(from https://votesaveamerica.com/forthepeople/)
22:08:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20May%202021%2005:08:46%20GMT	https://votesaveamerica.com/?p=5421	/home/josephpeha/websites/vote-save-america/votesaveamerica.com/indexf7f0.html	(from https://votesaveamerica.com/forthepeople/)
22:08:53	55182/55182	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20May%202021%2005:08:50%20GMT	https://votesaveamerica.com/forthepeople/Trident/	/home/josephpeha/websites/vote-save-america/votesaveamerica.com/forthepeople/Trident/index.html	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/js/app.js?ver=1620104803)
22:08:53	55182/55182	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20May%202021%2005:08:50%20GMT	https://votesaveamerica.com/forthepeople/Edge/	/home/josephpeha/websites/vote-save-america/votesaveamerica.com/forthepeople/Edge/index.html	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/js/app.js?ver=1620104803)
22:08:53	55182/55182	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20May%202021%2005:08:50%20GMT	https://votesaveamerica.com/forthepeople/Gecko/	/home/josephpeha/websites/vote-save-america/votesaveamerica.com/forthepeople/Gecko/index.html	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/js/app.js?ver=1620104803)
22:08:57	55182/55182	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20May%202021%2005:08:53%20GMT	https://votesaveamerica.com/forthepeople/Firefox/	/home/josephpeha/websites/vote-save-america/votesaveamerica.com/forthepeople/Firefox/index.html	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/js/app.js?ver=1620104803)
22:08:57	55182/55182	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20May%202021%2005:08:54%20GMT	https://votesaveamerica.com/forthepeople/Version/	/home/josephpeha/websites/vote-save-america/votesaveamerica.com/forthepeople/Version/index.html	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/js/app.js?ver=1620104803)
22:08:57	55182/55182	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20May%202021%2005:08:54%20GMT	https://votesaveamerica.com/forthepeople/version/	/home/josephpeha/websites/vote-save-america/votesaveamerica.com/forthepeople/version/index-2.html	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/js/app.js?ver=1620104803)
22:08:57	1207/1207	URF---	200	added ('OK%20(cached)')	image/png		https://votesaveamerica.com/wp-content/themes/vsa/images/graphic-line-red.png	/home/josephpeha/websites/vote-save-america/votesaveamerica.com/wp-content/themes/vsa/images/graphic-line-red.png	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/main.css?ver=1620104803)
22:08:57	46022/46022	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20May%202021%2005:08:57%20GMT	https://votesaveamerica.com/forthepeople/;%20path=/	/home/josephpeha/websites/vote-save-america/votesaveamerica.com/forthepeople/;%20path=/index.html	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/js/app.js?ver=1620104803)
